address,lp_balance,mpx_balance
0x51f38Af1D8c82574987D5c08B51eD432b9e64afA,448695945124323584,708691145071830912
0xFAEF331D30764566CbE5da00b5f0C921C73ccbE5,58141612161313177600,91831553520071376896
0x4B9a854E808914B49e9cd4442c508beAE9a7Cccf,2839841375750967,4485376920100490
0x4414e6a30c0e30681aFd40Ac0Df007b579FA142b,7247965233058644992,11447771784596635648
0xFCacE1f2763371786ac1e63E3Cf600f039B45836,1479322849951555518464,2336510984454314131456
0xbC63D38648CfF8e8e4e47Cd56F8352759C416c61,11809817089607030,18652971766891008
0x1487e1109087084F50E35d08307E50a77A4d626D,4465534510294179328,7053071907260709888
0x1fE6852CeA24F19EC3c0881d62aDbaF655ea627D,66789698541502046208,105490741453579419648
0x8acf612e75Ee3e1388bAAB871E0191193Fd7c6e0,153252531739070038016,242054142417591107584
0x9E43d6ba519A2111C6B97F0d56208586264e6a75,48661428418171871232,76858112495199584256
0x6F38BB3EaA4c3e735E39065009DeA14A2A9b918D,6489844641661451264,10250361030481295360
0x61987c75701E7a239a5C68dC75C44b77464Ba819,461923862004796288,729583929289748736
0x73CB8803e6FAa316cA72c60059B268368E40C1C4,543885858703207,859038500751223
0x6A66CD490256aF3fCFca801c94916D889Ad07674,4641622609501308,7331193601955421
0x37e18B26D5efabecdef78bC20131Ad81B00b4b40,99726370970835009536,157512446468837048320
0x9F65AA1d5cd7b83b48c327BC68dfE572DE832055,6433261184605152,10160990499258330
