address,bsc_mpx_balance,bsc_thena_lp_balance,bsc_thena_mpx_balance,bsc_fsmlp_balance,fantom_equalizer_lp_balance,fantom_equalizer_mpx_balance,fantom_fsmlp_balance,fantom_fvm_lp_balance,fantom_fvm_mpx_balance,fantom_mpx_balance,fantom_smpx_balance,total_mpx,vefvm_balance
0x30CB1E845f6C03B988eC677A75700E70A019e2E4,0,0,0,0,0,0,0,0,0,665849091272605433856,0,665849091272605433856,3517450452765883904
0x30E2b2D9158C3d47038650E3Aa57c29E11529246,0,0,0,0,0,0,0,0,0,0,900117996104749416448,900117996104749416448,4755012050688718848
0x30d41eA111355a3EDf8a67e6c61A2e21ccE6e085,10415659167032303616,0,0,0,0,0,15485404250331582464,0,0,0,1780083282389019394048,1790498941556051673088,9458586630517317632
0x30ebF5234947cC5728eF515D8eCfA281619b1A2a,0,0,0,0,0,0,0,0,0,140543,0,140543,742
0x31155a472fBe0e3990c692C8a1c1c1BB6d4548D1,0,0,0,0,0,0,218481806715182186496,0,0,0,344270060125439131648,344270060125439131648,1818659655369549312
0x313802363a33Ed880011186bf67716f458cCAa54,0,0,0,0,0,0,0,0,0,21888,0,21888,116
0x3141ee74Ea97B309F4e6Dce11d7112E8aA8C92A3,0,0,0,0,1108253787265998651392,1668627181772200476672,0,0,0,41876871700497162240,0,1710504053472697516032,9036001304509038592
0x318503f15D2B1781dA063f08c18c0802770d5F9A,0,0,0,0,0,0,0,0,0,253132,0,253132,1337
0x3188990251aD1c0e54a3827dd457cddE2585D822,0,0,0,0,0,0,0,0,0,0,1085712172971576393728,1085712172971576393728,5735441895840615424
0x3194764706e447d753452f78Eb3a6EE7e3E49C80,0,0,0,0,0,0,0,0,0,0,5415745619831058071552,5415745619831058071552,28609510972119810048
0x31E07e1C36D10Ad25D8e03E064a5BA4d03482826,0,0,0,0,42412836396136366080,63858307979473854464,0,0,0,0,15583357636407025664,79441665615880880128,419662843055009600
0x31e40209CFcdDa86bAabfe93a428CC9143A9eD30,0,0,0,0,0,0,0,0,0,0,1202908306477053902848,1202908306477053902848,6354548534663797760
0x31e55af6c55476b3Ca0A6E7689d2ee91F55840c4,0,0,0,0,0,0,1507540412056828903424,0,0,662212252455246,821471466819551494144,821472129031803895808,4339553136094148096
0x31e64de2cFfF8F9525397803C459Fd70b7A5F9cb,0,0,0,0,0,0,37092530830818689024,0,0,2813947176414,250449244585315991552,250449247399263174656,1323036751429230592
0x3200287F06b77e7E60E172f0F5E009038B25d785,0,0,0,0,0,0,615756862431787745280,0,0,0,5477806039631604482048,5477806039631604482048,28937354705163071488
0x32060732EAc815F70899AbE22583f56511cDe960,0,0,0,0,4363972648976815,6570555829596626,0,0,0,16963451339288905728,4525835910452110950400,4542805932347229208576,23998072525746380800
0x32144A3F0ED8145Aa42896A811C7a7cEb1717F24,0,0,0,0,0,0,0,0,0,0,4770485295042487386112,4770485295042487386112,25200823851677093888
0x3214e141bdAe08Be1f382A885cf3d2a448A5E780,0,0,0,0,499005347270587973632,751320587281267818496,0,749015652569655541760,1197433345463722704896,266333025823,731410780722866552832,2680164713734190137344,14158383197299914752
0x321610a131dF5280921d1ff04DF8A13344bb53ae,0,0,0,0,0,0,0,0,0,0,289985147449094208,289985147449094208,1531891237158115
0x322e604F16D1D55853d5cEF301ffb475f41A04d2,0,0,0,0,0,0,0,0,0,78199988938191920,0,78199988938191920,413103494624003
0x325409632bccFfAc706d378A2Eca57Cafa21ab11,0,0,0,0,0,0,833585856220373057536,0,0,0,620125912736270385152,620125912736270385152,3275910714779395072
0x328515d25deDb9fF9D3b228BD2c9a0eE706a2bE2,0,0,0,0,0,0,15063272628172171264,0,0,0,154296013259208916992,154296013259208916992,815092471871192576
0x329b0F4597B15cd81D6F62DcF2Ad6B3fE1D74d87,0,0,0,0,13718379569618339495936,20654890876758550118400,1,0,0,2516380511724669952,10784851293772948963328,31442258551043220570112,166098577028874567680
0x32E76CE68901e81f6f4F3d0753215Ec386c80dc5,0,0,0,58631424245973614592,0,0,0,0,0,0,0,58631424245973614592,309729535511034624
0x32ddB875772dc60A4eCf1A27e6eD93be3F9Bdc39,0,0,0,0,0,0,0,0,0,25820172118177112064,0,25820172118177112064,136399038908340288
0x333287aC13B0Bb9251464DafFe18dC309aaE770d,0,0,0,0,0,0,0,0,0,32502215721714864128,0,32502215721714864128,171697964155416416
0x3388E935Cf5a60F1A8e1c1c77A1aB6737F78ddE7,0,0,0,0,0,0,0,0,0,7611450547,0,7611450547,40208661
0x339d1965a49EB68E873ED90D2319E347c77fFF1F,0,0,0,0,0,0,0,0,0,0,4045569557251114496,4045569557251114496,21371344734662808
0x33A98356AEC142FfF007953E39a4f881c5CB3559,0,0,0,0,0,0,904592214496148848640,0,0,0,465524684824446238720,465524684824446238720,2459205899462662656
0x33F123553F15463b1D90d1936Dea24cf167cd556,0,0,0,0,0,0,0,0,0,0,35826040817967001600,35826040817967001600,189256582531513440
0x33b65eddB6896a236b281B8bb0A9E4028768BDb6,0,0,0,0,0,0,0,0,0,53041894686424522752,2782942514382809595904,2835984409069233897472,14981524754583648256
0x3403138EC277aaE098F688bD04844b49f6433825,0,0,0,0,0,0,0,0,0,39,0,39,0
0x34128fE0DE5E028C21A272D059CE080B50bD83af,0,0,0,0,0,0,0,0,0,101,0,101,1
0x345183a7f823BFE41bA7A52bc04265E264a6Ddd9,0,0,0,0,0,0,0,0,0,0,7833639077132470583296,7833639077132470583296,41382405833130532864
0x3461e03e15329f64B95264e4FFD7079281ae1e48,8910629295211517952,88799530467350183936,3710819032902400999424,0,0,0,0,0,0,0,0,3719729662197612675072,19650045266949193728
0x3491aA8E2822480F0cd591f45432c97eF3e5Fc50,0,0,0,0,0,0,0,0,0,935822549582129920,0,935822549582129920,4943626857618595
0x349B6808aa506149B2E8A4dA6297D356e345f7dF,0,0,0,0,0,0,0,0,0,0,657762430489757089792,657762430489757089792,3474731420773771264
0x34cB70c448482c1946c4a3A3340370adE75Aeb2F,0,0,0,0,0,0,0,0,0,22907,0,22907,121
0x34f1B4f20A71a5C3cA094B47231E34ec60743732,0,0,0,0,0,0,0,0,0,86930457412605,0,86930457412605,459223539978
0x35314DB826ebD3D8A3eAd71b635Bb18aDC29C2b0,0,0,0,0,0,0,0,0,0,39611373677347080,0,39611373677347080,209253186799078
0x353c1f0bc78fbbc245b3C93ef77b1DCC5b77D2A0,0,0,0,0,0,0,0,0,0,131543377206308995072,0,131543377206308995072,694898165030688768
0x355c5A77CEcD05407A03C6E85a0bb81e07d3fa6B,0,0,0,0,0,0,0,0,0,1509172039798515,0,1509172039798515,7972433910731
0x3568fE0151cDdBb62f308ba198Af55A51Da8aE11,0,0,0,0,0,0,0,0,0,0,3611575510979651072,3611575510979651072,19078704293211380
0x3587B15f7865D4F3F5cA15D29d197bB2f1E6309d,0,0,0,0,0,0,14028759471208636874752,0,0,465628050694225592320,5827824019408307617792,6293452070102532882432,33246130577625841664
0x358B7b9fDE8850635009023824098Df443355715,0,0,0,0,0,0,0,0,0,29165973797684896,0,29165973797684896,154073751972762
0x35D25b8Bf5f72C9e862433805385908DDeBeeBC8,0,0,0,0,22466816768721270341632,33826855887103672188928,0,0,0,0,467000000000000000000,34293855887103673499648,181162579476728479744
0x360024351B38cE8Ff98871ec9BD8CdfD7edA7125,0,0,0,0,0,0,0,0,0,0,216834805498909163520,216834805498909163520,1145463281056399360
0x360d3a024402C29148522ED459650b2c32C606b3,0,0,0,0,0,0,0,0,0,65,0,65,0
0x3634a31c73371D47eb36F3ff9EF501AE40947168,0,0,0,0,0,0,0,0,0,990698977387393,0,990698977387393,5233520045669
0x363f2780B4D2bbE81F1b4D115c6380677580FdAb,0,0,0,0,0,0,0,0,0,0,5740676033644535480320,5740676033644535480320,30326005965003558912
0x364ADd09a9612f99250a1eECDDFFD973fF5c1Bd3,0,0,0,0,0,0,0,0,0,0,50443607648908869632,50443607648908869632,266476132339056192
0x368955eFB1bF001683cb5F7AB223380CAf0b86e5,0,0,0,0,0,0,289612354803981975552,0,0,0,88834832398523875328,88834832398523875328,469283694364373632
0x369606Edde71fb6ec43353330796544852baD340,0,0,0,0,0,0,0,0,0,91502,0,91502,483
0x36A354Dd51E639D723a13Cf13EF48622befF59d9,0,0,0,0,0,0,0,0,0,152661064533996576,0,152661064533996576,806455603233652
0x36eBbc8ac514cd8D2061632B89f2e445A3F55F08,0,0,0,0,0,0,0,0,0,0,21300949425385558016,21300949425385558016,112525548480459760
0x3741d279D5E6984B4F1D23B3874295224f1041cb,0,0,0,0,0,0,75723470067559088128,0,0,0,17042517748612224516096,17042517748612224516096,90029726790727270400
0x37633c9F778c44e852914c7056cBBBF75323Dfd6,0,0,0,0,0,0,0,0,0,0,311982345468109455360,311982345468109455360,1648094826148053760
0x37680D9A1B147B2280eba720d44e74AFA6BDC292,0,0,0,0,0,0,0,0,0,480523344716542080,0,480523344716542080,2538438632104082
0x377762B549E5126763cc2Ef18a20B804B921c2C8,0,0,0,2101635076673040285696,0,0,2082342903549563240448,0,0,0,661323891600200302592,2762958968273240588288,14595756608080115712
0x37849a2a2f3777fe8528DD30c5fF931ce2Ea17A2,0,0,0,0,0,0,0,0,0,0,424617510949792448512,424617510949792448512,2243107448398073856
0x37950330011EF417E7607503993Ea957f226AB46,0,0,0,0,0,0,0,0,0,437398160403881,0,437398160403881,2310623199036
0x37Fe33cfb2b082Fe489C2A1e87513be567041c95,0,0,0,0,0,0,0,0,0,917475266362252800,295000000000000000000,295917475266362277888,1563229673209628928
0x37b6C697eea8DB9ed5B1D223F38cEBAC487Bc15A,0,0,0,0,0,0,0,0,0,3434038796975273410560,0,3434038796975273410560,18140839237536778240
0x37e18B26D5efabecdef78bC20131Ad81B00b4b40,0,0,0,0,99726370970835025920,150151648704894763008,0,0,0,217782908816364404736,150000000000000000000,517934557521259134976,2736069129980059648
0x38177362effdA2aa9d9cBD932f665340a2BA2434,0,0,0,0,0,0,0,0,0,28423,0,28423,150
0x3821BEEF5d4b90412A251f0F29faD256222c03c1,0,0,0,0,0,0,0,0,0,0,45984164850000003072,45984164850000003072,242918438414557632
0x382EcB1c217cD0e92B5C4EFd6626854e055ce50D,0,0,0,0,0,0,0,0,0,0,1424603027703020126208,1424603027703020126208,7525685069613011968
0x3838c954D0629918578847378Ee22e6778473239,0,0,0,0,0,0,0,0,0,36594926627575758848,59332620148993802240,95927546776569561088,506752051274966336
0x3880BE907b7Ce5278ce527C56ee10e54e66f2Ee4,0,0,0,0,0,0,0,0,0,0,5706239583453156737024,5706239583453156737024,30144090109136269312
0x38907B1d721D69b9B6dED2185b47FD541F8d3434,0,0,0,0,0,0,0,0,0,8281794059264446464,434794282261956853760,443076076321221312512,2340617665013447168
0x38A018f710055c71dD2400059634A322cA2477BC,0,0,0,0,0,0,1,0,0,0,0,0,0
0x38f54E2Bd221cdC57DF0141e9adb64425453f969,0,0,0,0,0,0,0,0,0,2217319614489362,0,2217319614489362,11713332621669
0x39113af52b2a43c9222C19BC05e9eBa216D3376F,0,0,0,0,0,0,0,0,0,5346,0,5346,28
0x391866f7a2b12e59A1CCea319d5e82920E043Cb3,0,0,0,0,0,0,0,0,0,21002693711856720,614067107286438248448,614088109980150136832,3244015091106415616
0x394bAF91D73f92a3BE26eD84042f62E2d55c1Dca,0,0,0,0,0,0,0,0,0,967540979392278400,0,967540979392278400,5111184351890299
0x39500416f6e1544B533d71c5c3F619De158B46e9,0,0,0,0,0,0,0,0,0,0,1976591609505027719168,1976591609505027719168,10441649831643695104
0x3967D78660bCBc95c625d58A40C42Ce10bd905D6,0,0,0,0,0,0,50009880377937469440,0,0,0,49202978002715385856,49202978002715385856,259922315013305088
0x39C167bc945b8f08C26E2a4A28232eD5625D9e59,0,0,0,0,0,0,0,0,0,0,7078457031514969341952,7078457031514969341952,37393040280042438656
0x39a236eBD2A6DC72f91d373efC4dd90C8F4bf121,0,0,0,0,0,0,0,0,0,380149150634093760,5688498860794025984,6068648011428119552,32058568488359300
0x39a875fe468cC1288273496daCD0a2EBd1443B2f,0,0,0,0,0,0,0,0,0,96502404599955856,0,96502404599955856,509788826330530
0x39bbE14F5fBb3276d06760C95a071ebaB6529192,0,0,0,0,189261189196340789248,284958525182776410112,234548040962599424,284303546536733442048,454509255832971968512,5036056167337047040,23617701148021047296,768121538331106476032,4057720417727237632
0x39cA911ac26A88eA8c4Fc52D14025d2CAb72A24D,0,0,0,0,0,0,0,0,0,26211783431243640832,0,26211783431243640832,138467786029135200
0x39cAFA399F09e4e16AE5715346117d8D073AA0b9,0,0,0,0,0,0,0,0,0,20947,0,20947,111
0x39ea1A9F8caa308EBB3F9da4829f1fFf7b74B72C,0,0,0,0,4392712403686415872,6613827448838471680,459706464914568904704,0,0,179655386816867,128110494615368302592,134724501719593598976,711702945582647936
0x3A22E7B47C4c4dab73C8380957092dDec861aC94,0,0,0,0,0,0,0,0,0,0,87795117512317392,87795117512317392,463791240225486
0x3A40d2DF20529b190e5a3BC1a283C19B23310F15,0,0,0,0,0,0,0,0,0,0,3531856370681805012992,3531856370681805012992,18657575647381385216
0x3A5569C4d5Ba36A601e1607829B4EA98b44d0d71,0,0,0,0,0,0,0,0,0,75902071998915297280,3299897856417595392,79201969855332892672,418396613255320064
0x3A8173cB3b6D6E02d849Ce280DA129D91AA9E68c,0,0,0,0,0,0,0,0,0,4675590301798396928,0,4675590301798396928,24699526423586160
0x3A85580529D0c64a0Cf310bD0c2a047D7c8Cb3e8,0,0,0,0,0,0,0,0,0,2,0,2,0
0x3AB1E42d51BCed29B32CE9Debb36280342443f28,0,0,0,0,0,0,0,0,0,3647712200281905,0,3647712200281905,19269601924242
0x3AcE809BD675a37565C916430cd961C38A162d47,0,0,0,0,0,0,0,0,0,0,144815833806200258560,144815833806200258560,765011962719254912
0x3Ad03f6408d8F4158F9FE26567D4E98bE0aB92c6,0,0,0,0,1463451560010370514944,2203425858137064472576,0,0,0,0,2728380168072100577280,4931806026209165312000,26053025478622679040
0x3B0D496E1027aC27B0360480AE212240011B1805,0,0,0,0,0,0,0,0,0,0,96439087809477525504,96439087809477525504,509454345625735232
0x3BEf924777E552e5A5a5A3f3eDEdEa737DE11597,0,0,0,5262509458354377588736,0,0,6566905069783099637760,0,0,0,5024364538997407481856,10286873997351785070592,54341997419227111424
0x3BF6c60B7D57cfd8875D9aF8c72baED2DE9F16f1,14142154598620506112,162177026221795278848,6777170920116779483136,0,0,0,0,0,0,0,0,6791313074715400077312,35876158070406553600
0x3C016307AbfAd9A390BD5a1ECF7a4Ad34b73695b,0,0,0,0,0,0,0,0,0,23516567956153768,0,23516567956153768,124229894865182
0x3C05AebBf415e3baeb2f4d61d03deE03e13EAb29,0,0,0,0,0,0,0,0,0,1808,0,1808,10
0x3C273c90214Beb09FEF9767b00c66f8dcA2D4B90,0,0,0,0,0,0,0,0,0,51870816497684766720,11318840533871056912384,11370711350368742146048,60067535289689194496
0x3C28808eA702643B049a157aC16CB3b2a1d955A4,0,0,0,0,0,0,0,0,0,1069,0,1069,6
0x3C5971d05E06375581718dAB065213CC97184dbA,0,0,0,0,6232079829394556715008,9383245897093500370944,0,0,0,20753834981586653184,0,9403999732075087265792,49678078034434473984
0x3C6bc7Dd378B2973ed70487ceD42bD41e7e50869,0,0,0,0,0,0,0,0,0,2000000525086196480,0,2000000525086196480,10565311036245430
0x3CE3312f2c6bc3aBe306fb8dCBA6499FaD17593D,0,0,0,0,0,0,0,0,0,746,0,746,4
0x3D33F5eB83c782af66C437A7585ED9d33f180172,0,0,0,0,0,0,0,0,0,539598516969559,0,539598516969559,2850512334858
0x3D6991085Ab1ae3926cB96f25684C40a364B6856,0,0,0,0,5,7,3008985525362896384,0,0,0,11129316270756468736,11129316270756468736,58792328575124464
0x3D72A0EE73159F73183333942CC1E511d9b35636,0,0,0,0,0,0,0,0,0,0,17076575630040680448,17076575630040680448,90209642798755152
0x3D97530F0B22420baAD58b22ecceeD95DE49d438,0,0,0,0,0,0,0,0,0,0,8986826751331298967552,8986826751331298967552,47474297464283971584
0x3DadF42d7eD91E90f94174e8325eaC15Fd33C2D3,0,0,0,0,0,0,0,0,0,228232951678291072,0,228232951678291072,1205675745058914
0x3E3Fe6812a4138EB51D9149460d509f9312437F0,0,0,0,0,0,0,0,0,0,92,0,92,0
0x3E590FBB993Bf1e97F04fE615c64BFa37dD84999,0,0,0,0,51308888722089409773568,77252527689900341854208,0,77077221401316785389568,123221503803011341746176,0,0,200474031492911683600384,1059034970664014446592
0x3E7b8D12D4De6CB284A7d60Bf92B462D2a6d6A2F,8720233505364874,0,0,0,0,0,0,0,0,0,21696037444173049102336,21696046164406555377664,114612707901072015360
0x3EE968e75D8A5F386ff5E6859F95BcaE7d22c84e,0,0,0,0,0,0,56868593376254492672,0,0,0,46830453077108244480,46830453077108244480,247389086413675520
0x3Ed7d9cE4833A3bfcE3eC0C0D0d2DD8992576d5b,0,0,0,0,0,0,0,0,0,0,134788513614256553984,134788513614256553984,712041098282434944
0x3F03409918d8a54fEACf3aDc09A7AF8e62A41400,0,0,0,0,0,0,0,0,0,0,8525753044818844450816,8525753044818844450816,45038604543789031424
0x3F1DC5f454b6eC58a564E4A4c9Ab2dd1f7589b7e,0,0,0,0,0,0,0,0,0,0,42131933752634359414784,42131933752634359414784,222568433893728321536
0x3F2345577503610B2BA99c1bEb69F2D165263e71,0,0,0,0,0,0,0,0,0,534486075642973312,0,534486075642973312,2823505075563338
0x3F9280700b9D38Ae84D4eFf141eDd9c9B4Be4Bc0,0,0,0,0,0,0,0,0,0,0,12152216532855975575552,12152216532855975575552,64195956870508281856
0x3FB03A65f00C51c815cbdB54dE843992332C5131,0,0,0,0,0,0,0,0,0,265246,0,265246,1401
0x3FD5e7C6A2950691ffbf9358d0C093de30f54432,0,0,0,0,0,0,0,0,0,386298099790715355136,0,386298099790715355136,2040679252733488384
0x3a1cD795aeaCe1dB3e1F184D37350107D02DD6BF,0,0,0,0,0,0,0,0,0,0,13735638276554362978304,13735638276554362978304,72560626286285840384
0x3a335085e6D79a0A3bEE0fddBD3b932e61d0d8a0,0,0,0,0,0,0,0,0,0,0,257063255504631234560,257063255504631234560,1357976268670832640
0x3a3D59b530D90F71c1e3e936a736A9b9f2A6ce92,0,0,0,0,0,0,0,0,0,0,91696553152496959488,91696553152496959488,484401175327685504
0x3a6F701c96c4cA7D6B1743413804A097ECb552E7,0,0,0,0,0,0,0,0,0,0,821655053168495296512,821655053168495296512,4340519461040537088
0x3a7901fc2886aE7688Ef8BeCc3F1bCC74eEA0eF2,0,0,0,0,0,0,0,0,0,32182,0,32182,170
0x3ac0109aC8cDf619b7718C8d530d5B622Cf72d78,0,0,0,0,0,0,0,0,0,83189,0,83189,439
0x3b3f389d556ACF95B011A09A0C3fd970589F039e,0,0,0,0,0,0,0,0,0,0,898645358787491659776,898645358787491659776,4747232617080949760
0x3bb57ffB84b090456eC7356226016F944caD1957,0,0,0,0,0,0,0,0,0,2952,0,2952,16
0x3be2bCfd0Ab755a29261651757406B6316E8CC7B,0,0,0,0,0,0,0,0,0,178784475349931264,0,178784475349931264,944456547301441
0x3c02cC177f2f72cE21dd203E66e11e934b36A9Ae,0,0,0,0,0,0,0,0,0,0,20402959696182124544,20402959696182124544,107781779327709568
0x3c3416d51D72772b53bE93F6Dba255f263e469F1,0,0,0,0,0,0,0,0,0,0,141535822416398336000,141535822416398336000,747684797000540160
0x3c6e60a1ae36a16d0e1d5Cc27dD3F80506C53030,0,0,0,0,0,0,0,0,0,919499660742774016,0,919499660742774016,4857398681458280
0x3c73D169fB757B27228a3bA5B3F69dED65731215,0,0,0,0,0,0,0,0,0,9374544556380100,0,9374544556380100,49522476528864
0x3c7Ac2fF76A1B4dCb2B69b1121fEF5fB8dCDEc43,0,0,0,0,98974880323754655744,149020177073600495616,0,149786169633058914304,239459554139598913536,475686812458488448,475200907972470767616,864156325998128660480,4565038985535186944
0x3c9eE43b96bd5D3A7060aCE8c98d75736a1EBC67,0,0,0,0,0,0,0,0,0,8445108219884717,0,8445108219884717,44612585826191
0x3cB40181ba187cE92ff54700767FaFd9E537FCa7,0,0,0,0,0,0,0,0,0,0,15410873569141938176,15410873569141938176,81410314925402848
0x3cB40CAeE03bB77d576C146AB965c590C2A39427,0,0,0,0,0,0,0,0,0,1066384818037334999040,14403391616092263677952,15469776434129597890560,81721478388469317632
0x3cD89C15cE04edD8Bed79995e9316D22559650aB,0,0,0,0,0,0,0,0,0,5603187317850028,0,5603187317850028,29599700632519
0x3cDc7A2b96a6C207AbD7b84F46af11d64Ab28090,0,0,0,0,0,0,0,0,0,23641997116778848256,0,23641997116778848256,124892493738730816
0x3cF410aB26D601596C1ceB4584e0Ea40B4870137,0,0,0,0,0,0,0,0,0,140565,0,140565,743
0x3d6CeD303F03c0F5f30164BC4969914a0232a665,0,0,0,0,0,0,0,0,0,49328079445154086912,0,49328079445154086912,260583182665022784
0x3dB37898B3b68c8392EcD25be05ff8D0c4A1dD56,0,0,0,0,0,0,29521642511767801856,0,0,0,26294396309479370752,26294396309479370752,138904201291637360
0x3dC818b8eC3a3955bc6B847667ad25Cc2f2dE31E,0,0,0,0,0,0,0,0,0,0,50978318178491449344,50978318178491449344,269300823127150912
0x3db70C686D37b62AB6e3470ABb55A216B4C9be8A,0,0,0,0,0,0,0,0,0,0,28694752113557323776,28694752113557323776,151584450796395648
0x3dfDBcA41D2f229d380f002ECb1dA6ab6DE09e7a,0,0,0,0,0,0,0,0,0,380024325887983488,0,380024325887983488,2007537075108017
0x3e051c89cd06e6867ce98c758fCC665d2148E1bb,0,0,0,0,0,0,0,0,0,0,20000000000000000000,20000000000000000000,105653082623966640
0x3e5E7860029248092C05151542A56D9957c726Fb,0,0,0,0,0,0,0,0,0,0,205559483548143714304,205559483548143714304,1085899654972596992
0x3e6eF8798A3eB85fc3366910D1cE2066Fa79Ca3A,0,0,0,0,0,0,0,0,0,0,4306913282604956672,4306913282604956672,22751933245066044
0x3e71Ae385b0766Df225f2E38E7087aa591fE463a,0,0,0,0,0,0,0,0,0,136952656557771079680,2108857620775848378368,2245810277333619441664,11863838939444117504
0x3ec783B1C10d39F1653C20C821E0ed810eAf6A2e,0,0,0,0,0,0,200236479828954054656,0,0,0,16222504790770300928,16222504790770300928,85697881951347456
0x3f655413463178eB20e1B20B5F615B6B2958e17f,0,0,0,0,0,0,0,0,0,42471078584212504576,0,42471078584212504576,224360018739339200
0x3f6E4667Fec54733Fb3B15993B9Ce96B69B65cb3,0,0,0,0,218864930703033040896,329530994348061818880,0,0,0,0,0,329530994348061818880,1740798268650683136
0x3fAEe7047394cA4e99e3b73a2E0dE8FC3cb9B1eA,0,0,0,0,0,0,0,0,0,8292,0,8292,44
0x3fBaf1D97396CDC4BD0Bf4E8D045Eb3a5718e2D6,0,0,0,0,0,0,0,0,0,5323,0,5323,28
0x3fE69369635d4F293914a4d90829662b7c19e692,0,0,0,0,0,0,0,0,0,30547,0,30547,161
0x3fd48E2bC74fE53E9E80386F000f842b058ff97d,0,0,0,0,0,0,0,0,0,4933923838193379,0,4933923838193379,26064213146850
0x407575CaD2114eDF6cEBD74cb85643F545939062,0,0,0,0,0,0,0,0,0,281859441301886959616,0,281859441301886959616,1488965942010667008
0x407deB6086F24dFd951eD53107Efde91e7169d6c,5796070579528395776,2690043273217168637952,112413474767815600766976,0,0,0,0,0,0,0,0,112419270838395131133952,593872125520752148480
0x40822Bf7b31053d3AaD4f092b7F98C460fd79591,0,0,0,0,0,0,0,0,0,1378,0,1378,7
0x409C93d3A4becF8E7cEE9594aaADFd04Bd241118,0,0,0,0,0,0,0,0,0,369800699747790336,0,369800699747790336,1953529194242698
0x40dc8cBea93E651355Fb2c4B101Df58Ce1cF4D38,0,0,0,0,0,0,0,0,0,301179676090470848,240620790977737850880,240921970653828317184,1272707443570889472
0x40eaB44b2F96D3b151892Dd136F82c0644296A5E,0,0,0,0,0,0,0,0,0,52247790744939896,0,52247790744939896,276007007624743
0x4103d39beB28b32442769Bb84b0F3cbB675ba481,0,0,0,0,0,0,0,0,0,178012399508,0,178012399508,940377938
0x41117551E82bC1eeB196150c4F476158F7757aEE,0,0,0,0,462015198301959618560,695626874581108260864,0,0,0,0,152152788633873678336,847779663214981939200,4478526740228554240
0x41561420A0F56182eC0B9fb427e5B845E3887B81,0,0,0,0,0,0,0,0,0,434587095644207872,0,434587095644207872,2295773316170360
0x417b4D755a62886007333a272ff7cCe435645ebC,0,0,0,0,0,0,0,0,0,60300016501725720,0,60300016501725720,318544131284169
0x417e4EB10a0a61C60f0BfBC34C15fB94B09D0c81,0,0,0,0,0,0,0,0,0,4408,0,4408,23
0x4191B3BC49D21c69922d0B175aB6EFBCF609FBB6,0,0,0,59770685599215591424,0,0,197634404736440172544,0,0,0,543982319431199817728,603753005030415400960,3189418306247331328
0x41971fe2bCf5BE9b95A4dA1A3c264b07f942e9Fc,0,0,0,0,0,0,0,0,0,30727460389368120,0,30727460389368120,162322545567129
0x41E5D23dfdbf3AB6563E69B63BC74CB330f426c7,0,0,0,0,0,0,0,0,0,178962045176989089792,0,178962045176989089792,945394587281923968
0x41a4AC2a0B4950F319E0f8c41e576E9dCaF01e1F,0,0,0,0,0,0,0,0,0,0,137851000000000000000,137851000000000000000,728219154639821312
0x41c32b996B2Cb71cA1974399E3523C72F78F286F,0,0,0,0,0,0,0,0,0,0,51291783025243865088,51291783025243865088,270956749494832960
0x41ee737595c8952CFF90cC3d0bD6Eed0B202eFa0,0,0,0,0,0,0,148266845772055969792,0,0,0,48888091206038511616,48888091206038511616,258258876975980224
0x4238ed11a06dB0018AB79D2f2360Dc8E20BE9b85,0,0,0,0,0,0,0,0,0,868212947722415872,0,868212947722415872,4586468715045701
0x424bd8c4b4564bFfA9f320ba391e8641ca8b17A5,0,0,0,0,0,0,0,0,0,183012304916164000,0,183012304916164000,966790708625502
0x427907dC2DEF39977c092BAA4F992BCaE5DCB81c,0,0,0,0,0,0,0,0,0,0,7587871250728782848,7587871250728782848,40084099409663464
0x427B7c2A04a41D96B804a774C95Ee92f5cC27a5F,0,0,0,0,0,0,0,0,0,0,976763000045593559040,976763000045593559040,5159901097392531456
0x428Ca6590b189b876778164780D06610e18Cf600,0,0,0,0,0,0,0,0,0,9242072458496844,0,9242072458496844,48822672253713
0x42A7826B91b6f4E899815C8F00F24F8ADd782aDb,0,0,0,0,0,0,0,0,0,0,271711947286387785728,271711947286387785728,1435360240828379904
0x42Aa7543257AED0FacE0BC5Eb1F6657f2a234067,0,0,0,0,0,0,0,0,0,0,344566067429828352,344566067429828352,1820223359578946
0x42Ae216F5A6C99C9D7dcD98E9114B0d8F6f248b5,0,0,0,0,0,0,0,0,0,0,249908443331569680384,249908443331569680384,1320179870586860800
0x42a1ef5FfDaf134EB958814E443Db9c244375C8f,0,0,0,0,0,0,0,0,0,0,1931596862649929302016,1931596862649929302016,10203958146287386624
0x42a528b769cfB8E4720919446919b5848d6bB458,0,0,0,0,0,0,0,0,0,0,278857942315766415360,278857942315766415360,1473110060991849728
0x42d29Ef2A0aDC2daeb36236d87FA18617224eA44,0,0,0,0,0,0,0,0,0,0,220631210790432931840,220631210790432931840,1165518377153370624
0x4325C590dd27437f08ACEd052608Fc3dB9b50cD5,0,0,0,0,0,0,0,0,0,0,20000000000000000000,20000000000000000000,105653082623966640
0x433C457707aA389Bb2e7503fE8ff02e15A679Fb7,0,0,0,0,0,0,0,0,0,417958618571652416,0,417958618571652416,2207930823067487
0x438A9d79e715FB2bbA7Cb47260F41AAfa1c10cbc,0,0,0,0,0,0,0,0,0,1474899127916307,0,1474899127916307,7791381971188
0x43Bcd63f6a8146b89c602973E724c1256bDf25A2,0,0,0,0,0,0,0,0,0,6046017765626345,0,6046017765626345,31939020726885
